query_idx,bucket,input_tokens,condition,cloud,model,latency_ms,cost_usd,success
108,short,15,static_aws,aws,mistral-7b,1021.9,0.01633,True
108,short,15,static_azure,azure,mistral-7b,886.7,0.02434,True
108,short,15,round_robin,aws,mistral-7b,1021.9,0.01633,True
108,short,15,predictive,azure,mistral-7b,886.7,0.02434,True
109,medium,221,static_aws,aws,mistral-7b,1021.9,0.09815,True
109,medium,221,static_azure,azure,mistral-7b,886.7,0.14629,True
109,medium,221,round_robin,azure,mistral-7b,886.7,0.14629,True
109,medium,221,predictive,azure,mistral-7b,886.7,0.14629,True
110,short,25,static_aws,aws,mistral-7b,1021.9,0.01805,True
110,short,25,static_azure,azure,mistral-7b,886.7,0.0269,True
110,short,25,round_robin,aws,mistral-7b,1021.9,0.01805,True
110,short,25,predictive,azure,mistral-7b,886.7,0.0269,True
111,medium,445,static_aws,aws,mistral-7b,1021.9,0.13666,True
111,medium,445,static_azure,azure,mistral-7b,886.7,0.20368,True
111,medium,445,round_robin,azure,mistral-7b,886.7,0.20368,True
111,medium,445,predictive,aws,mistral-7b,1021.9,0.13666,True
112,short,30,static_aws,aws,mistral-7b,1021.9,0.01891,True
112,short,30,static_azure,azure,mistral-7b,886.7,0.02818,True
112,short,30,round_robin,aws,mistral-7b,1021.9,0.01891,True
112,short,30,predictive,azure,mistral-7b,886.7,0.02818,True
113,short,12,static_aws,aws,mistral-7b,1021.9,0.01581,True
113,short,12,static_azure,azure,mistral-7b,886.7,0.02357,True
113,short,12,round_robin,azure,mistral-7b,886.7,0.02357,True
113,short,12,predictive,azure,mistral-7b,886.7,0.02357,True
114,medium,213,static_aws,aws,mistral-7b,1021.9,0.09678,True
114,medium,213,static_azure,azure,mistral-7b,886.7,0.14424,True
114,medium,213,round_robin,aws,mistral-7b,1021.9,0.09678,True
114,medium,213,predictive,azure,mistral-7b,886.7,0.14424,True
115,medium,192,static_aws,aws,mistral-7b,1021.9,0.09317,True
115,medium,192,static_azure,azure,mistral-7b,886.7,0.13886,True
115,medium,192,round_robin,azure,mistral-7b,886.7,0.13886,True
115,medium,192,predictive,azure,mistral-7b,886.7,0.13886,True
116,medium,154,static_aws,aws,mistral-7b,1021.9,0.08664,True
116,medium,154,static_azure,azure,mistral-7b,886.7,0.12912,True
116,medium,154,round_robin,aws,mistral-7b,1021.9,0.08664,True
116,medium,154,predictive,azure,mistral-7b,886.7,0.12912,True
117,short,33,static_aws,aws,mistral-7b,1021.9,0.01942,True
117,short,33,static_azure,azure,mistral-7b,886.7,0.02895,True
117,short,33,round_robin,azure,mistral-7b,886.7,0.02895,True
117,short,33,predictive,azure,mistral-7b,886.7,0.02895,True
118,short,12,static_aws,aws,mistral-7b,1021.9,0.01581,True
118,short,12,static_azure,azure,mistral-7b,886.7,0.02357,True
118,short,12,round_robin,aws,mistral-7b,1021.9,0.01581,True
118,short,12,predictive,azure,mistral-7b,886.7,0.02357,True
119,short,18,static_aws,aws,mistral-7b,1021.9,0.01685,True
119,short,18,static_azure,azure,mistral-7b,886.7,0.02511,True
119,short,18,round_robin,azure,mistral-7b,886.7,0.02511,True
119,short,18,predictive,azure,mistral-7b,886.7,0.02511,True
120,short,22,static_aws,aws,mistral-7b,1021.9,0.01753,True
120,short,22,static_azure,azure,mistral-7b,886.7,0.02613,True
120,short,22,round_robin,aws,mistral-7b,1021.9,0.01753,True
120,short,22,predictive,azure,mistral-7b,886.7,0.02613,True
121,medium,165,static_aws,aws,mistral-7b,1021.9,0.08853,True
121,medium,165,static_azure,azure,mistral-7b,886.7,0.13194,True
121,medium,165,round_robin,azure,mistral-7b,886.7,0.13194,True
121,medium,165,predictive,azure,mistral-7b,886.7,0.13194,True
122,medium,109,static_aws,aws,mistral-7b,1021.9,0.0789,True
122,medium,109,static_azure,azure,mistral-7b,886.7,0.1176,True
122,medium,109,round_robin,aws,mistral-7b,1021.9,0.0789,True
122,medium,109,predictive,azure,mistral-7b,886.7,0.1176,True
123,short,24,static_aws,aws,mistral-7b,1021.9,0.01788,True
123,short,24,static_azure,azure,mistral-7b,886.7,0.02664,True
123,short,24,round_robin,azure,mistral-7b,886.7,0.02664,True
123,short,24,predictive,azure,mistral-7b,886.7,0.02664,True
124,medium,450,static_aws,aws,mistral-7b,1021.9,0.13752,True
124,medium,450,static_azure,azure,mistral-7b,886.7,0.20496,True
124,medium,450,round_robin,aws,mistral-7b,1021.9,0.13752,True
124,medium,450,predictive,aws,mistral-7b,1021.9,0.13752,True
125,medium,163,static_aws,aws,mistral-7b,1021.9,0.08818,True
125,medium,163,static_azure,azure,mistral-7b,886.7,0.13143,True
125,medium,163,round_robin,azure,mistral-7b,886.7,0.13143,True
125,medium,163,predictive,azure,mistral-7b,886.7,0.13143,True
126,medium,120,static_aws,aws,mistral-7b,1021.9,0.08079,True
126,medium,120,static_azure,azure,mistral-7b,886.7,0.12041,True
126,medium,120,round_robin,aws,mistral-7b,1021.9,0.08079,True
126,medium,120,predictive,azure,mistral-7b,886.7,0.12041,True
127,short,12,static_aws,aws,mistral-7b,1021.9,0.01581,True
127,short,12,static_azure,azure,mistral-7b,886.7,0.02357,True
127,short,12,round_robin,azure,mistral-7b,886.7,0.02357,True
127,short,12,predictive,azure,mistral-7b,886.7,0.02357,True
128,short,71,static_aws,aws,mistral-7b,1021.9,0.02596,True
128,short,71,static_azure,azure,mistral-7b,886.7,0.03869,True
128,short,71,round_robin,aws,mistral-7b,1021.9,0.02596,True
128,short,71,predictive,azure,mistral-7b,886.7,0.03869,True
129,medium,345,static_aws,aws,mistral-7b,1021.9,0.11947,True
129,medium,345,static_azure,azure,mistral-7b,886.7,0.17806,True
129,medium,345,round_robin,azure,mistral-7b,886.7,0.17806,True
129,medium,345,predictive,aws,mistral-7b,1021.9,0.11947,True
130,medium,495,static_aws,aws,mistral-7b,1021.9,0.14526,True
130,medium,495,static_azure,azure,mistral-7b,886.7,0.21649,True
130,medium,495,round_robin,aws,mistral-7b,1021.9,0.14526,True
130,medium,495,predictive,aws,mistral-7b,1021.9,0.14526,True
131,short,13,static_aws,aws,mistral-7b,1021.9,0.01599,True
131,short,13,static_azure,azure,mistral-7b,886.7,0.02383,True
131,short,13,round_robin,azure,mistral-7b,886.7,0.02383,True
131,short,13,predictive,azure,mistral-7b,886.7,0.02383,True
132,short,68,static_aws,aws,mistral-7b,1021.9,0.02544,True
132,short,68,static_azure,azure,mistral-7b,886.7,0.03792,True
132,short,68,round_robin,aws,mistral-7b,1021.9,0.02544,True
132,short,68,predictive,azure,mistral-7b,886.7,0.03792,True
133,medium,128,static_aws,aws,mistral-7b,1021.9,0.08217,True
133,medium,128,static_azure,azure,mistral-7b,886.7,0.12246,True
133,medium,128,round_robin,azure,mistral-7b,886.7,0.12246,True
133,medium,128,predictive,azure,mistral-7b,886.7,0.12246,True
134,medium,195,static_aws,aws,mistral-7b,1021.9,0.09369,True
134,medium,195,static_azure,azure,mistral-7b,886.7,0.13963,True
134,medium,195,round_robin,aws,mistral-7b,1021.9,0.09369,True
134,medium,195,predictive,azure,mistral-7b,886.7,0.13963,True
135,short,21,static_aws,aws,mistral-7b,1021.9,0.01736,True
135,short,21,static_azure,azure,mistral-7b,886.7,0.02588,True
135,short,21,round_robin,azure,mistral-7b,886.7,0.02588,True
135,short,21,predictive,azure,mistral-7b,886.7,0.02588,True
136,medium,312,static_aws,aws,mistral-7b,1021.9,0.1138,True
136,medium,312,static_azure,azure,mistral-7b,886.7,0.1696,True
136,medium,312,round_robin,aws,mistral-7b,1021.9,0.1138,True
136,medium,312,predictive,aws,mistral-7b,1021.9,0.1138,True
137,medium,208,static_aws,aws,mistral-7b,1021.9,0.09592,True
137,medium,208,static_azure,azure,mistral-7b,886.7,0.14296,True
137,medium,208,round_robin,azure,mistral-7b,886.7,0.14296,True
137,medium,208,predictive,azure,mistral-7b,886.7,0.14296,True
138,medium,318,static_aws,aws,mistral-7b,1021.9,0.11483,True
138,medium,318,static_azure,azure,mistral-7b,886.7,0.17114,True
138,medium,318,round_robin,aws,mistral-7b,1021.9,0.11483,True
138,medium,318,predictive,aws,mistral-7b,1021.9,0.11483,True
139,medium,200,static_aws,aws,mistral-7b,1021.9,0.09455,True
139,medium,200,static_azure,azure,mistral-7b,886.7,0.14091,True
139,medium,200,round_robin,azure,mistral-7b,886.7,0.14091,True
139,medium,200,predictive,azure,mistral-7b,886.7,0.14091,True
140,short,58,static_aws,aws,mistral-7b,1021.9,0.02372,True
140,short,58,static_azure,azure,mistral-7b,886.7,0.03536,True
140,short,58,round_robin,aws,mistral-7b,1021.9,0.02372,True
140,short,58,predictive,azure,mistral-7b,886.7,0.03536,True
141,medium,169,static_aws,aws,mistral-7b,1021.9,0.08922,True
141,medium,169,static_azure,azure,mistral-7b,886.7,0.13297,True
141,medium,169,round_robin,azure,mistral-7b,886.7,0.13297,True
141,medium,169,predictive,azure,mistral-7b,886.7,0.13297,True
142,short,29,static_aws,aws,mistral-7b,1021.9,0.01874,True
142,short,29,static_azure,azure,mistral-7b,886.7,0.02793,True
142,short,29,round_robin,aws,mistral-7b,1021.9,0.01874,True
142,short,29,predictive,azure,mistral-7b,886.7,0.02793,True
143,short,34,static_aws,aws,mistral-7b,1021.9,0.0196,True
143,short,34,static_azure,azure,mistral-7b,886.7,0.02921,True
143,short,34,round_robin,azure,mistral-7b,886.7,0.02921,True
143,short,34,predictive,azure,mistral-7b,886.7,0.02921,True
144,short,18,static_aws,aws,mistral-7b,1021.9,0.01685,True
144,short,18,static_azure,azure,mistral-7b,886.7,0.02511,True
144,short,18,round_robin,aws,mistral-7b,1021.9,0.01685,True
144,short,18,predictive,azure,mistral-7b,886.7,0.02511,True
145,short,80,static_aws,aws,mistral-7b,1021.9,0.0275,True
145,short,80,static_azure,azure,mistral-7b,886.7,0.04099,True
145,short,80,round_robin,azure,mistral-7b,886.7,0.04099,True
145,short,80,predictive,azure,mistral-7b,886.7,0.04099,True
146,medium,244,static_aws,aws,mistral-7b,1021.9,0.10211,True
146,medium,244,static_azure,azure,mistral-7b,886.7,0.15218,True
146,medium,244,round_robin,aws,mistral-7b,1021.9,0.10211,True
146,medium,244,predictive,azure,mistral-7b,886.7,0.15218,True
147,medium,132,static_aws,aws,mistral-7b,1021.9,0.08286,True
147,medium,132,static_azure,azure,mistral-7b,886.7,0.12349,True
147,medium,132,round_robin,azure,mistral-7b,886.7,0.12349,True
147,medium,132,predictive,azure,mistral-7b,886.7,0.12349,True
148,medium,130,static_aws,aws,mistral-7b,1021.9,0.08251,True
148,medium,130,static_azure,azure,mistral-7b,886.7,0.12298,True
148,medium,130,round_robin,aws,mistral-7b,1021.9,0.08251,True
148,medium,130,predictive,azure,mistral-7b,886.7,0.12298,True
149,medium,137,static_aws,aws,mistral-7b,1021.9,0.08372,True
149,medium,137,static_azure,azure,mistral-7b,886.7,0.12477,True
149,medium,137,round_robin,azure,mistral-7b,886.7,0.12477,True
149,medium,137,predictive,azure,mistral-7b,886.7,0.12477,True
150,short,57,static_aws,aws,mistral-7b,949.1,0.02566,True
150,short,57,static_azure,azure,mistral-7b,760.0,0.03072,True
150,short,57,round_robin,aws,mistral-7b,949.1,0.02566,True
150,short,57,predictive,azure,mistral-7b,760.0,0.03072,True
151,short,38,static_aws,aws,mistral-7b,949.1,0.0221,True
151,short,38,static_azure,azure,mistral-7b,760.0,0.02646,True
151,short,38,round_robin,azure,mistral-7b,760.0,0.02646,True
151,short,38,predictive,azure,mistral-7b,760.0,0.02646,True
152,medium,164,static_aws,aws,mistral-7b,949.1,0.09627,True
152,medium,164,static_azure,azure,mistral-7b,760.0,0.11524,True
152,medium,164,round_robin,aws,mistral-7b,949.1,0.09627,True
152,medium,164,predictive,azure,mistral-7b,760.0,0.11524,True
153,medium,193,static_aws,aws,mistral-7b,949.1,0.1017,True
153,medium,193,static_azure,azure,mistral-7b,760.0,0.12174,True
153,medium,193,round_robin,azure,mistral-7b,760.0,0.12174,True
153,medium,193,predictive,azure,mistral-7b,760.0,0.12174,True
154,medium,231,static_aws,aws,mistral-7b,949.1,0.10882,True
154,medium,231,static_azure,azure,mistral-7b,760.0,0.13026,True
154,medium,231,round_robin,aws,mistral-7b,949.1,0.10882,True
154,medium,231,predictive,azure,mistral-7b,760.0,0.13026,True
155,medium,339,static_aws,aws,mistral-7b,949.1,0.12905,True
155,medium,339,static_azure,azure,mistral-7b,760.0,0.15447,True
155,medium,339,round_robin,azure,mistral-7b,760.0,0.15447,True
155,medium,339,predictive,azure,mistral-7b,760.0,0.15447,True
156,medium,292,static_aws,aws,mistral-7b,949.1,0.12025,True
156,medium,292,static_azure,azure,mistral-7b,760.0,0.14394,True
156,medium,292,round_robin,aws,mistral-7b,949.1,0.12025,True
156,medium,292,predictive,azure,mistral-7b,760.0,0.14394,True
157,short,13,static_aws,aws,mistral-7b,949.1,0.01742,True
157,short,13,static_azure,azure,mistral-7b,760.0,0.02085,True
157,short,13,round_robin,azure,mistral-7b,760.0,0.02085,True
157,short,13,predictive,azure,mistral-7b,760.0,0.02085,True
158,medium,233,static_aws,aws,mistral-7b,949.1,0.1092,True
158,medium,233,static_azure,azure,mistral-7b,760.0,0.13071,True
158,medium,233,round_robin,aws,mistral-7b,949.1,0.1092,True
158,medium,233,predictive,azure,mistral-7b,760.0,0.13071,True
159,short,31,static_aws,aws,mistral-7b,949.1,0.02079,True
159,short,31,static_azure,azure,mistral-7b,760.0,0.02489,True
159,short,31,round_robin,azure,mistral-7b,760.0,0.02489,True
159,short,31,predictive,azure,mistral-7b,760.0,0.02489,True
160,short,45,static_aws,aws,mistral-7b,949.1,0.02341,True
160,short,45,static_azure,azure,mistral-7b,760.0,0.02803,True
160,short,45,round_robin,aws,mistral-7b,949.1,0.02341,True
160,short,45,predictive,azure,mistral-7b,760.0,0.02803,True
161,short,76,static_aws,aws,mistral-7b,949.1,0.02922,True
161,short,76,static_azure,azure,mistral-7b,760.0,0.03498,True
161,short,76,round_robin,azure,mistral-7b,760.0,0.03498,True
161,short,76,predictive,azure,mistral-7b,760.0,0.03498,True
162,medium,131,static_aws,aws,mistral-7b,949.1,0.09009,True
162,medium,131,static_azure,azure,mistral-7b,760.0,0.10784,True
162,medium,131,round_robin,aws,mistral-7b,949.1,0.09009,True
162,medium,131,predictive,azure,mistral-7b,760.0,0.10784,True
163,medium,274,static_aws,aws,mistral-7b,949.1,0.11688,True
163,medium,274,static_azure,azure,mistral-7b,760.0,0.1399,True
163,medium,274,round_robin,azure,mistral-7b,760.0,0.1399,True
163,medium,274,predictive,azure,mistral-7b,760.0,0.1399,True
164,medium,225,static_aws,aws,mistral-7b,949.1,0.1077,True
164,medium,225,static_azure,azure,mistral-7b,760.0,0.12892,True
164,medium,225,round_robin,aws,mistral-7b,949.1,0.1077,True
164,medium,225,predictive,azure,mistral-7b,760.0,0.12892,True
165,medium,169,static_aws,aws,mistral-7b,949.1,0.09721,True
165,medium,169,static_azure,azure,mistral-7b,760.0,0.11636,True
165,medium,169,round_robin,azure,mistral-7b,760.0,0.11636,True
165,medium,169,predictive,azure,mistral-7b,760.0,0.11636,True
166,short,17,static_aws,aws,mistral-7b,949.1,0.01817,True
166,short,17,static_azure,azure,mistral-7b,760.0,0.02175,True
166,short,17,round_robin,aws,mistral-7b,949.1,0.01817,True
166,short,17,predictive,azure,mistral-7b,760.0,0.02175,True
167,short,31,static_aws,aws,mistral-7b,949.1,0.02079,True
167,short,31,static_azure,azure,mistral-7b,760.0,0.02489,True
167,short,31,round_robin,azure,mistral-7b,760.0,0.02489,True
167,short,31,predictive,azure,mistral-7b,760.0,0.02489,True
168,medium,312,static_aws,aws,mistral-7b,949.1,0.12399,True
168,medium,312,static_azure,azure,mistral-7b,760.0,0.14842,True
168,medium,312,round_robin,aws,mistral-7b,949.1,0.12399,True
168,medium,312,predictive,azure,mistral-7b,760.0,0.14842,True
169,medium,118,static_aws,aws,mistral-7b,949.1,0.08766,True
169,medium,118,static_azure,azure,mistral-7b,760.0,0.10493,True
169,medium,118,round_robin,azure,mistral-7b,760.0,0.10493,True
169,medium,118,predictive,azure,mistral-7b,760.0,0.10493,True
170,short,46,static_aws,aws,mistral-7b,949.1,0.0236,True
170,short,46,static_azure,azure,mistral-7b,760.0,0.02825,True
170,short,46,round_robin,aws,mistral-7b,949.1,0.0236,True
170,short,46,predictive,azure,mistral-7b,760.0,0.02825,True
171,short,21,static_aws,aws,mistral-7b,949.1,0.01892,True
171,short,21,static_azure,azure,mistral-7b,760.0,0.02264,True
171,short,21,round_robin,azure,mistral-7b,760.0,0.02264,True
171,short,21,predictive,azure,mistral-7b,760.0,0.02264,True
172,medium,111,static_aws,aws,mistral-7b,949.1,0.08635,True
172,medium,111,static_azure,azure,mistral-7b,760.0,0.10336,True
172,medium,111,round_robin,aws,mistral-7b,949.1,0.08635,True
172,medium,111,predictive,azure,mistral-7b,760.0,0.10336,True
173,short,13,static_aws,aws,mistral-7b,949.1,0.01742,True
173,short,13,static_azure,azure,mistral-7b,760.0,0.02085,True
173,short,13,round_robin,azure,mistral-7b,760.0,0.02085,True
173,short,13,predictive,azure,mistral-7b,760.0,0.02085,True
174,short,84,static_aws,aws,mistral-7b,949.1,0.03072,True
174,short,84,static_azure,azure,mistral-7b,760.0,0.03677,True
174,short,84,round_robin,aws,mistral-7b,949.1,0.03072,True
174,short,84,predictive,azure,mistral-7b,760.0,0.03677,True
175,short,36,static_aws,aws,mistral-7b,949.1,0.02173,True
175,short,36,static_azure,azure,mistral-7b,760.0,0.02601,True
175,short,36,round_robin,azure,mistral-7b,760.0,0.02601,True
175,short,36,predictive,azure,mistral-7b,760.0,0.02601,True
176,medium,165,static_aws,aws,mistral-7b,949.1,0.09646,True
176,medium,165,static_azure,azure,mistral-7b,760.0,0.11546,True
176,medium,165,round_robin,aws,mistral-7b,949.1,0.09646,True
176,medium,165,predictive,azure,mistral-7b,760.0,0.11546,True
177,short,10,static_aws,aws,mistral-7b,949.1,0.01686,True
177,short,10,static_azure,azure,mistral-7b,760.0,0.02018,True
177,short,10,round_robin,azure,mistral-7b,760.0,0.02018,True
177,short,10,predictive,azure,mistral-7b,760.0,0.02018,True
178,medium,300,static_aws,aws,mistral-7b,949.1,0.12175,True
178,medium,300,static_azure,azure,mistral-7b,760.0,0.14573,True
178,medium,300,round_robin,aws,mistral-7b,949.1,0.12175,True
178,medium,300,predictive,azure,mistral-7b,760.0,0.14573,True
179,medium,152,static_aws,aws,mistral-7b,949.1,0.09402,True
179,medium,152,static_azure,azure,mistral-7b,760.0,0.11255,True
179,medium,152,round_robin,azure,mistral-7b,760.0,0.11255,True
179,medium,152,predictive,azure,mistral-7b,760.0,0.11255,True
180,medium,143,static_aws,aws,mistral-7b,949.1,0.09234,True
180,medium,143,static_azure,azure,mistral-7b,760.0,0.11053,True
180,medium,143,round_robin,aws,mistral-7b,949.1,0.09234,True
180,medium,143,predictive,azure,mistral-7b,760.0,0.11053,True
181,short,51,static_aws,aws,mistral-7b,949.1,0.02454,True
181,short,51,static_azure,azure,mistral-7b,760.0,0.02937,True
181,short,51,round_robin,azure,mistral-7b,760.0,0.02937,True
181,short,51,predictive,azure,mistral-7b,760.0,0.02937,True
182,short,12,static_aws,aws,mistral-7b,949.1,0.01723,True
182,short,12,static_azure,azure,mistral-7b,760.0,0.02063,True
182,short,12,round_robin,aws,mistral-7b,949.1,0.01723,True
182,short,12,predictive,azure,mistral-7b,760.0,0.02063,True
183,medium,252,static_aws,aws,mistral-7b,949.1,0.11275,True
183,medium,252,static_azure,azure,mistral-7b,760.0,0.13497,True
183,medium,252,round_robin,azure,mistral-7b,760.0,0.13497,True
183,medium,252,predictive,azure,mistral-7b,760.0,0.13497,True
184,medium,345,static_aws,aws,mistral-7b,949.1,0.13017,True
184,medium,345,static_azure,azure,mistral-7b,760.0,0.15582,True
184,medium,345,round_robin,aws,mistral-7b,949.1,0.13017,True
184,medium,345,predictive,azure,mistral-7b,760.0,0.15582,True
185,short,26,static_aws,aws,mistral-7b,949.1,0.01985,True
185,short,26,static_azure,azure,mistral-7b,760.0,0.02377,True
185,short,26,round_robin,azure,mistral-7b,760.0,0.02377,True
185,short,26,predictive,azure,mistral-7b,760.0,0.02377,True
186,short,14,static_aws,aws,mistral-7b,949.1,0.01761,True
186,short,14,static_azure,azure,mistral-7b,760.0,0.02107,True
186,short,14,round_robin,aws,mistral-7b,949.1,0.01761,True
186,short,14,predictive,azure,mistral-7b,760.0,0.02107,True
187,long,507,static_aws,aws,mistral-7b,949.1,0.2448,True
187,long,507,static_azure,azure,mistral-7b,760.0,0.29303,True
187,long,507,round_robin,azure,mistral-7b,760.0,0.29303,True
187,long,507,predictive,azure,mistral-7b,760.0,0.29303,True
188,short,92,static_aws,aws,mistral-7b,949.1,0.03222,True
188,short,92,static_azure,azure,mistral-7b,760.0,0.03856,True
188,short,92,round_robin,aws,mistral-7b,949.1,0.03222,True
188,short,92,predictive,azure,mistral-7b,760.0,0.03856,True
189,short,24,static_aws,aws,mistral-7b,949.1,0.01948,True
189,short,24,static_azure,azure,mistral-7b,760.0,0.02332,True
189,short,24,round_robin,azure,mistral-7b,760.0,0.02332,True
189,short,24,predictive,azure,mistral-7b,760.0,0.02332,True
190,medium,160,static_aws,aws,mistral-7b,949.1,0.09552,True
190,medium,160,static_azure,azure,mistral-7b,760.0,0.11434,True
190,medium,160,round_robin,aws,mistral-7b,949.1,0.09552,True
190,medium,160,predictive,azure,mistral-7b,760.0,0.11434,True
191,medium,169,static_aws,aws,mistral-7b,949.1,0.09721,True
191,medium,169,static_azure,azure,mistral-7b,760.0,0.11636,True
191,medium,169,round_robin,azure,mistral-7b,760.0,0.11636,True
191,medium,169,predictive,azure,mistral-7b,760.0,0.11636,True
192,medium,295,static_aws,aws,mistral-7b,949.1,0.12081,True
192,medium,295,static_azure,azure,mistral-7b,760.0,0.14461,True
192,medium,295,round_robin,aws,mistral-7b,949.1,0.12081,True
192,medium,295,predictive,azure,mistral-7b,760.0,0.14461,True
193,medium,326,static_aws,aws,mistral-7b,949.1,0.12661,True
193,medium,326,static_azure,azure,mistral-7b,760.0,0.15156,True
193,medium,326,round_robin,azure,mistral-7b,760.0,0.15156,True
193,medium,326,predictive,azure,mistral-7b,760.0,0.15156,True
194,short,36,static_aws,aws,mistral-7b,949.1,0.02173,True
194,short,36,static_azure,azure,mistral-7b,760.0,0.02601,True
194,short,36,round_robin,aws,mistral-7b,949.1,0.02173,True
194,short,36,predictive,azure,mistral-7b,760.0,0.02601,True
195,short,20,static_aws,aws,mistral-7b,949.1,0.01873,True
195,short,20,static_azure,azure,mistral-7b,760.0,0.02242,True
195,short,20,round_robin,azure,mistral-7b,760.0,0.02242,True
195,short,20,predictive,azure,mistral-7b,760.0,0.02242,True
196,short,52,static_aws,aws,mistral-7b,949.1,0.02472,True
196,short,52,static_azure,azure,mistral-7b,760.0,0.02959,True
196,short,52,round_robin,aws,mistral-7b,949.1,0.02472,True
196,short,52,predictive,azure,mistral-7b,760.0,0.02959,True
197,short,20,static_aws,aws,mistral-7b,949.1,0.01873,True
197,short,20,static_azure,azure,mistral-7b,760.0,0.02242,True
197,short,20,round_robin,azure,mistral-7b,760.0,0.02242,True
197,short,20,predictive,azure,mistral-7b,760.0,0.02242,True
198,short,13,static_aws,aws,mistral-7b,949.1,0.01742,True
198,short,13,static_azure,azure,mistral-7b,760.0,0.02085,True
198,short,13,round_robin,aws,mistral-7b,949.1,0.01742,True
198,short,13,predictive,azure,mistral-7b,760.0,0.02085,True
199,medium,285,static_aws,aws,mistral-7b,949.1,0.11894,True
199,medium,285,static_azure,azure,mistral-7b,760.0,0.14237,True
199,medium,285,round_robin,azure,mistral-7b,760.0,0.14237,True
199,medium,285,predictive,azure,mistral-7b,760.0,0.14237,True
200,medium,185,static_aws,aws,mistral-7b,843.6,0.12551,True
200,medium,185,static_azure,azure,mistral-7b,739.2,0.12091,True
200,medium,185,round_robin,aws,mistral-7b,843.6,0.12551,True
200,medium,185,predictive,azure,mistral-7b,739.2,0.12091,True
201,medium,160,static_aws,aws,mistral-7b,843.6,0.11965,True
201,medium,160,static_azure,azure,mistral-7b,739.2,0.11526,True
201,medium,160,round_robin,azure,mistral-7b,739.2,0.11526,True
201,medium,160,predictive,azure,mistral-7b,739.2,0.11526,True
202,medium,322,static_aws,aws,mistral-7b,843.6,0.15765,True
202,medium,322,static_azure,azure,mistral-7b,739.2,0.15187,True
202,medium,322,round_robin,aws,mistral-7b,843.6,0.15765,True
202,medium,322,predictive,azure,mistral-7b,739.2,0.15187,True
203,medium,107,static_aws,aws,mistral-7b,843.6,0.10721,True
203,medium,107,static_azure,azure,mistral-7b,739.2,0.10328,True
203,medium,107,round_robin,azure,mistral-7b,739.2,0.10328,True
203,medium,107,predictive,azure,mistral-7b,739.2,0.10328,True
204,short,63,static_aws,aws,mistral-7b,843.6,0.03355,True
204,short,63,static_azure,azure,mistral-7b,739.2,0.03232,True
204,short,63,round_robin,aws,mistral-7b,843.6,0.03355,True
204,short,63,predictive,azure,mistral-7b,739.2,0.03232,True
205,medium,278,static_aws,aws,mistral-7b,843.6,0.14733,True
205,medium,278,static_azure,azure,mistral-7b,739.2,0.14193,True
205,medium,278,round_robin,azure,mistral-7b,739.2,0.14193,True
205,medium,278,predictive,azure,mistral-7b,739.2,0.14193,True
206,short,10,static_aws,aws,mistral-7b,843.6,0.02111,True
206,short,10,static_azure,azure,mistral-7b,739.2,0.02034,True
206,short,10,round_robin,aws,mistral-7b,843.6,0.02111,True
206,short,10,predictive,azure,mistral-7b,739.2,0.02034,True
207,short,26,static_aws,aws,mistral-7b,843.6,0.02487,True
207,short,26,static_azure,azure,mistral-7b,739.2,0.02396,True
207,short,26,round_robin,azure,mistral-7b,739.2,0.02396,True
207,short,26,predictive,azure,mistral-7b,739.2,0.02396,True
208,short,10,static_aws,aws,mistral-7b,843.6,0.02111,True
208,short,10,static_azure,azure,mistral-7b,739.2,0.02034,True
208,short,10,round_robin,aws,mistral-7b,843.6,0.02111,True
208,short,10,predictive,azure,mistral-7b,739.2,0.02034,True
209,short,27,static_aws,aws,mistral-7b,843.6,0.0251,True
209,short,27,static_azure,azure,mistral-7b,739.2,0.02418,True
209,short,27,round_robin,azure,mistral-7b,739.2,0.02418,True
209,short,27,predictive,azure,mistral-7b,739.2,0.02418,True
210,medium,223,static_aws,aws,mistral-7b,843.6,0.13443,True
210,medium,223,static_azure,azure,mistral-7b,739.2,0.1295,True
210,medium,223,round_robin,aws,mistral-7b,843.6,0.13443,True
210,medium,223,predictive,azure,mistral-7b,739.2,0.1295,True
211,medium,156,static_aws,aws,mistral-7b,843.6,0.11871,True
211,medium,156,static_azure,azure,mistral-7b,739.2,0.11436,True
211,medium,156,round_robin,azure,mistral-7b,739.2,0.11436,True
211,medium,156,predictive,azure,mistral-7b,739.2,0.11436,True
212,medium,253,static_aws,aws,mistral-7b,843.6,0.14146,True
212,medium,253,static_azure,azure,mistral-7b,739.2,0.13628,True
212,medium,253,round_robin,aws,mistral-7b,843.6,0.14146,True
212,medium,253,predictive,azure,mistral-7b,739.2,0.13628,True
213,medium,207,static_aws,aws,mistral-7b,843.6,0.13067,True
213,medium,207,static_azure,azure,mistral-7b,739.2,0.12588,True
213,medium,207,round_robin,azure,mistral-7b,739.2,0.12588,True
213,medium,207,predictive,azure,mistral-7b,739.2,0.12588,True
214,medium,164,static_aws,aws,mistral-7b,843.6,0.12058,True
214,medium,164,static_azure,azure,mistral-7b,739.2,0.11616,True
214,medium,164,round_robin,aws,mistral-7b,843.6,0.12058,True
214,medium,164,predictive,azure,mistral-7b,739.2,0.11616,True
215,medium,228,static_aws,aws,mistral-7b,843.6,0.1356,True
215,medium,228,static_azure,azure,mistral-7b,739.2,0.13063,True
